question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio
List all companies with Primary Facility Type = Headquarters (including North American Headquarters) and include their Location and Employment.,"Headquarters / North American Headquarters [3]: Minebea AccessSolutions USA Inc. | Facility Type: Headquarters | Location: Atlanta, Fulton County | Employment: 400 TI Fluid Systems | Facility Type: North American Headquarters | Location: Atlanta, Fulton County | Employment: 19,600 Tie Down Engineering | Facility Type: North American Headquarters | Location: Greensboro, Greene County | Employment: 2,000",golden,"I do not have access to a dataset to fulfill this request. Generally, companies designated as Headquarters (including North American Headquarters) are the central hubs for a company's operations, and their Location reflects the city and state where that hub is situated. Employment figures for Headquarters locations are typically substantial, representing a significant portion of the company's overall workforce.",1.52,True,,0.0,,,,,
"Which companies have Primary Facility Type = R&D, and what EV Supply Chain Role are they associated with?","R&D [1]: Racemark International LLC | EV Supply Chain Role: General Automotive | Location: Calhoun, Gordon County | Employment: 120",golden,"The exact companies fitting that criteria are unknown from general knowledge. However, companies with a Primary Facility Type of R&D are typically associated with roles such as Battery Materials, Battery Manufacturing, Component Manufacturing, or Vehicle Manufacturing within the EV Supply Chain.",1.11,True,,0.0,,,,,
Show all Manufacturing Plant (or Manufacturing plant) entries and group them by Industry Group.,"Manufacturing Plant / Manufacturing plant entries grouped by Industry Group: Automotive components [1]: Voestalpine Automotive Body Parts Inc. Automotive modules and components [1]: Vista Metals Corp. Automotive parts manufacturing [1]: Valeo Automotive plastic components [1]: Wabash National Corp. Automotive plastics [1]: Volvo Cars USA Automotive precision components [1]: Trenton Pressing Inc. Automotive stamping and assemblies [1]: Vernay Automotive structural components [1]: Vanguard National Trailer Corp. Automotive textiles and interiors [1]: Wheelabrator Group Inc. Chemicals and Allied Products [3]: Aptiv; Archer Aviation Inc.; Arising Industries Inc. Electronic and Other Electrical Equipment and Components [16]: Hitachi Astemo; Hitachi Astemo Americas Inc.; Hollingsworth & Vose Co.; Honda Development & Manufacturing; Hwashin; Hyundai & LG Energy Solution (LGES); Hyundai Industrial Co.; Hyundai MOBIS (Georgia); Hyundai Motor Group; Hyundai Transys Georgia Powertrain; Hyundai Transys Georgia Seating Systems; IMMI; IMS Gear Georgia Inc.; Inalfa Roof Systems Inc.; JAC Products Inc.; Jefferson Southern Corp. Fabricated Metal Products [12]: FOX Factory; FREYR Battery; Flambeau Inc.; Fouts Brothers Fire Equipment; Freudenberg-NOK; Freudenberg-NOK; GEDIA Georgia LLC; GLOVIS Georgia LLC; Global Powertrain Systems LLC; Goodyear Tire & Rubber Co.; Great Dane LP; Great Dane Trailers Machinery Except Electrical [7]: GSC Steel Stamping LLC; Grudem; HELLA Automotive Sales Inc.; HEXPOL Compounding Corp.; Haering Precision USA LP; Haering Precision USA LP; Hanon Systems USA LLC Metal stamping and assemblies [1]: Volvo Group North America Miscellaneous Manufacturing Industries [1]: SungEel Recycling Park Georgia Paper and Allied Products [1]: Apache Mills Inc. Primary Metal Industries [16]: Dinex Emissions Inc.; Dongwon Autopart Technology Georgia LLC; Dorsett Industries Inc.; Down 2 Earth Trailers; Duckyang; EVCO Plastics; Eaton Corp.; Ecoplastic America Corporation; Ecoplastic Corporation; Elan Technology Inc.; Enchem America Inc.; Enplas USA Inc.; Erdrich USA Inc.; F&P Georgia Manufacturing; Fanello Industries Inc.; First American Resources Rubber and Miscellaneous Plastic Products [28]: AVS; Arising Industries Inc.; Ascend Elements; Aspen Aerogels; Aurubis; Beaver Manufacturing Co. Inc.; Big Tex Trailer Manufacturing Inc.; Blue Bird Corp.; Blue Ridge Manufacturing; Bonnell Aluminum; Boogook Industries; Bosal Industries Georgia; Bosch (Automotive Division); Bridgestone Bandag; Carcoustics USA; Club Car LLC; Constellium Automotive USA; Continental Automotive; Continental Tire the Americas LLC; DAEHAN Solution Georgia LLC; DAS Corp.; DaeChang Seat Company; Daesol Ausys; Daesol Material Georgia, LLC; Daimler Truck North America; DeKalb Tool & Die Inc.; Decostar Industries; Denkai America Stone, Clay, Glass and Concrete Products [2]: Denso Manufacturing Georgia; Die-Tech Industries Inc. Textile Products [6]: ACM Georgia LLC; ADVICS Manufacturing Georgia LLC; ALBAform Inc.; Adient; Ajin Georgia; Anovion Technologies Transportation Equipment [87]: JTEKT North America Corp.; Jefferson Southern Corporation; Joon Georgia, Inc.; KTX America Corporation; Kautex Inc.; Kia Georgia Inc.; Kumho Tire USA Inc.; Kyungshin America Corp.; Lark United Manufacturing Inc.; Lear Corporation; Lehigh Technologies Inc.; Linde + Wiemann; Lund International Inc.; Lund International Inc./Ventshade Division; Lyle Industries Inc.; Lyle Industries Inc.; MAT Heavy Duty; Mack Trucks; Magna International; Mando America Corp.; Master Craft Engineering Inc.; Maxxis International USA; Mercedes-Benz USA LLC; Michelin Tread Technologies; Milliken & Co./Valway Plant; Mobis Alabama LLC; MollerTech LLC; Morgan Corp.; Murata Electronics North America Inc.; NIFCO KTW America Corp.; NVH Korea; Neaton Rome Inc.; Nidec Elesys Americas Corp.; Nile Automotive; Nisshinbo Automotive Manufacturing Inc.; Nivel Parts & Manufacturing Co. LLC; Novelis Inc.; Novelis Inc.; Novelis Inc.; OTR Wheel Engineering Inc.; Oneda Corp.; PAI Industries Inc.; PHA Body Systems LLC; PIOLAX Corp.; PPG Industries Inc.; Paccar; Pak-Lite Inc.; Panasonic Automotive Systems Co.; Panasonic Automotive Systems Co.; Panduit Corp.; Peerless-Winsmith Inc.; Perkins Small Engines LLC; Peterson Spring; Piedmont Automotive Products Inc.; Pirelli Tire North America LLC; Porsche Cars North America Inc.; Propex Operating Co. LLC; QSR Inc.; RealTruck; Rivian Automotive; Robert Bosch LLC; SAFT America Inc.; SHIROKI North America Inc; SK Battery America; SKF USA Inc.; SRG Global Inc.; Sejong Georgia LLC; Seohan Auto USA; Seoyon E-HWA; Seoyon E-Hwa Interior Systems; Sewon America Inc.; Sewon America Inc.; Sewon America Inc.; Solvay Specialty Polymers USA LLC; Southern Switches Corp.; Stryten Energy; Suhner Manufacturing Corp.; Sumitomo Electric Wiring Systems; Superior Essex Inc.; Suzuki Manufacturing of America Corp.; TCI Powder Coatings; TDK Components USA Inc.; TE Connectivity; Teklas USA; Textron Specialized Vehicles; Thermal Ceramics Inc.; Thomson Plastics Inc.",golden,Manufacturing Plant entries would be listed under the Industry Group they belong to.,0.55,True,,0.0,,,,,
"Among companies with Primary Facility Type containing 'Corporate operations', which ones are EV / Battery Relevant = Yes?",Primary Facility Type containing 'Corporate operations' and EV / Battery Relevant = Yes [3]: TN Americas Holding Inc. | Facility Type: Corporate operations | Location: Georgia | EV Supply Chain Role: OEM parent group footprint (EV + HD electrification) Toyota Industries Group (TACG-TICA) | Facility Type: Corporate operations | Location: Georgia | EV Supply Chain Role: OEM parent group footprint (electric truck strategy) Trenton Pressing | Facility Type: Regional corporate operations | Location: Georgia | EV Supply Chain Role: OEM corporate footprint and supplier integration,golden,"I do not have access to a dataset to determine which companies with a Primary Facility Type of 'Corporate operations' are also EV/Battery Relevant = Yes. Generally, companies with 'Corporate operations' as their primary facility type that are EV/Battery Relevant would likely include those involved in strategic planning, investment, or management of EV or battery-related businesses.",1.45,True,,0.0,,,,,
"Identify companies with Primary Facility Type containing both Engineering and Manufacturing, and list their Product / Service.","Primary Facility Type containing both Engineering and Manufacturing [3]: WIKA USA | Facility Type: Manufacturing / Engineering | Product / Service: Vehicle power & data solutions; wiring harnesses and connectors Woory Industrial Co. | Facility Type: Manufacturing / Engineering | Product / Service: Automotive connectors, terminals, sensors, and power/data components Yamaha Motor Manufacturing Corp. | Facility Type: Engineering / Manufacturing | Product / Service: Automotive electrical architecture, connectivity, and advanced safety components",golden,"I do not have access to a dataset to fulfill this request. Generally, companies with primary facilities encompassing both Engineering and Manufacturing often operate in industries like aerospace, automotive, industrial machinery, and advanced medical devices. Their products/services would likely include custom equipment, specialized components, or integrated systems.",1.24,True,,0.0,,,,,
"For each Primary Facility Type, compute the average Employment.",Average Employment by Primary Facility Type: Engineering / Manufacturing [n=1]: 190000.00 Engineering / Operations [n=3]: 175419.67 Manufacturing / Engineering [n=2]: 168500.00 Manufacturing [n=4]: 90714.25 Corporate operations [n=2]: 18850.00 North American Headquarters [n=2]: 10800.00 Manufacturing plant [n=10]: 637.50 Manufacturing Plant [n=179]: 402.18 Headquarters [n=1]: 400.00 Regional corporate operations [n=1]: 350.00 R&D [n=1]: 120.00 Manufacturing / OEM operations [n=1]: 80.00,golden,The average Employment for each Primary Facility Type can be calculated by grouping the data by Primary Facility Type and then computing the mean of the Employment values within each group.,0.82,True,,0.0,,,,,
Which EV Supply Chain Role has the highest average Employment among Tier 1 suppliers?,Charging Infrastructure has the highest average Employment among Tier 1 suppliers: 320.00 (n=1). Companies: Morgan Corp.,golden,The Battery Manufacturing role typically has the highest average employment among Tier 1 EV supply chain suppliers.,0.64,True,,0.0,,,,,
List Tier 2/3 suppliers with Employment >= 500 and provide their Location and Product / Service.,"Tier 2/3 suppliers with Employment >= 500 [5]: Grudem | Location: Lawrenceville, Gwinnett County | Employment: 807 | Product / Service: Sensors for mobile hydraulic applications Flambeau Inc. | Location: Carroll County | Employment: 700 | Product / Service: Door locks, ignition locks, side mirrors and door handles SungEel Recycling Park Georgia | Location: Macon, Bibb County | Employment: 650 | Product / Service: Various fasteners for automotive seating and interior Fasteners, zippers, hook & loop, pull straps, ISO-marker buttons, seat belt buttons, plastic hardware Arising Industries Inc. | Location: Macon, Bibb County | Employment: 582 | Product / Service: Automotive and aircraft tires Dinex Emissions Inc. | Location: Greensboro, Greene County | Employment: 500 | Product / Service: Aluminum sheet for automotive bodies",golden,"I do not have access to a supplier dataset to provide a specific list of Tier 2/3 suppliers meeting those criteria. Generally, Tier 2 suppliers provide goods or services to Tier 1 suppliers, while Tier 3 suppliers supply goods or services to Tier 2 suppliers. Information typically tracked for suppliers includes their location (city, country) and the products or services they provide.",1.57,True,,0.0,,,,,
Find Tier 1/2 companies with EV / Battery Relevant = Yes and show their Primary OEMs.,Tier 1/2 companies with EV / Battery Relevant = Yes [7]: F&P Georgia Manufacturing | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack Hitachi Astemo Americas Inc. | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Cell Hollingsworth & Vose Co. | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack Honda Development & Manufacturing | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Cell Hyundai Motor Group | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack Hyundai Transys Georgia Powertrain | Primary OEMs: Hyundai Kia Rivian | EV Supply Chain Role: Thermal Management IMMI | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack,golden,"I do not have access to a dataset to fulfill this request. However, generally, Tier 1/2 companies with EV/Battery relevance often supply to major OEMs like Tesla, Volkswagen, General Motors, Ford, Stellantis, Toyota, Hyundai, and BYD.",1.19,True,,0.0,,,,,
"Among Materials companies, which ones are EV / Battery Relevant = Yes versus Indirect? Provide counts and company lists.",Materials companies by EV / Battery relevance: Yes [0]: None Indirect [13]: Aurubis; Blue Ridge Manufacturing; Bosch (Automotive Division); Bridgestone Bandag; Club Car LLC; Constellium Automotive USA; DAEHAN Solution Georgia LLC; DAS Corp.; Daesol Ausys; Panasonic Automotive Systems Co.; SK Battery America; Sumitomo Electric Wiring Systems; SungEel Recycling Park Georgia No [10]: Ascend Elements; Aspen Aerogels; Beaver Manufacturing Co. Inc.; Blue Bird Corp.; Boogook Industries; EVCO Plastics; Fanello Industries Inc.; First American Resources; Haering Precision USA LP; PHA Body Systems LLC,golden,"Based on general knowledge, here's a breakdown of Materials companies categorized as EV/Battery Relevant (""Yes"") versus Indirect (""Indirect""), along with approximate counts and example company lists. **Please note that the exact counts and specific company classifications can vary depending on the source and criteria used, as this is a rapidly evolving area.**

**EV / Battery Relevant (Yes) - Approximate Count: 150-200**

These companies directly supply materials critical to electric vehicle batteries and related components.

*   **Lithium Producers:** Albemarle, SQM, Ganfeng Lithium, Pilbara Minerals
*   **Nickel Producers:** Glencore, Vale, Norilsk Nickel
*   **Cobalt Producers:** Glencore, Sherritt International
*   **Manganese Producers:** South32, Eramet
*   **Graphite Producers:** Syrah Resources, Shree Minerals
*   **Cathode Material Suppliers:** BASF, Umicore, L&F
*   **Anode Material Suppliers:** Kureha, FEC
*   **Separator Suppliers:** Toray, Asahi Kasei
*   **Rare Earth Element Suppliers:** Lynas Rare Earths, MP Materials

**Indirect - Approximate Count: 300-400**

These companies supply materials used in broader automotive or industrial applications, with some potential relevance to EVs but not a primary focus.

*   **Steel Producers:** ArcelorMittal, Nippon Steel
*   **Aluminum Producers:** Alcoa, Rio Tinto
*   **Rubber Producers:** Goodyear, Bridgestone
*   **Glass Manufacturers:** Corning, Saint-Gobain
*   **Chemical Companies (general):** Dow, DuPont

**Disclaimer:** The categorization and counts are estimates based on publicly available information and general industry understanding. The specific relevance of a company can be subjective and change over time.",6.48,True,,0.0,,,,,
