question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio
List all companies with Primary Facility Type = Headquarters (including North American Headquarters) and include their Location and Employment.,"Headquarters / North American Headquarters [3]: Minebea AccessSolutions USA Inc. | Facility Type: Headquarters | Location: Atlanta, Fulton County | Employment: 400 TI Fluid Systems | Facility Type: North American Headquarters | Location: Atlanta, Fulton County | Employment: 19,600 Tie Down Engineering | Facility Type: North American Headquarters | Location: Greensboro, Greene County | Employment: 2,000",golden,"Here are the companies with a Primary Facility Type of Headquarters or North American Headquarters, including their Location and Employment:

Company: Minebea AccessSolutions USA Inc. | Location: Atlanta, Fulton County | Employment: 400
Company: Tie Down Engineering | Location: Greensboro, Greene County | Employment: 2000",4.52,True,,0.67,0.5,0.5,0.5,0.5,0.0
"Which companies have Primary Facility Type = R&D, and what EV Supply Chain Role are they associated with?","R&D [1]: Racemark International LLC | EV Supply Chain Role: General Automotive | Location: Calhoun, Gordon County | Employment: 120",golden,Racemark International LLC has Primary Facility Type = R&D and EV Supply Chain Role = General Automotive.,0.9,True,,0.5,1.0,1.0,1.0,0.0,0.0
Show all Manufacturing Plant (or Manufacturing plant) entries and group them by Industry Group.,"Manufacturing Plant / Manufacturing plant entries grouped by Industry Group: Automotive components [1]: Voestalpine Automotive Body Parts Inc. Automotive modules and components [1]: Vista Metals Corp. Automotive parts manufacturing [1]: Valeo Automotive plastic components [1]: Wabash National Corp. Automotive plastics [1]: Volvo Cars USA Automotive precision components [1]: Trenton Pressing Inc. Automotive stamping and assemblies [1]: Vernay Automotive structural components [1]: Vanguard National Trailer Corp. Automotive textiles and interiors [1]: Wheelabrator Group Inc. Chemicals and Allied Products [3]: Aptiv; Archer Aviation Inc.; Arising Industries Inc. Electronic and Other Electrical Equipment and Components [16]: Hitachi Astemo; Hitachi Astemo Americas Inc.; Hollingsworth & Vose Co.; Honda Development & Manufacturing; Hwashin; Hyundai & LG Energy Solution (LGES); Hyundai Industrial Co.; Hyundai MOBIS (Georgia); Hyundai Motor Group; Hyundai Transys Georgia Powertrain; Hyundai Transys Georgia Seating Systems; IMMI; IMS Gear Georgia Inc.; Inalfa Roof Systems Inc.; JAC Products Inc.; Jefferson Southern Corp. Fabricated Metal Products [12]: FOX Factory; FREYR Battery; Flambeau Inc.; Fouts Brothers Fire Equipment; Freudenberg-NOK; Freudenberg-NOK; GEDIA Georgia LLC; GLOVIS Georgia LLC; Global Powertrain Systems LLC; Goodyear Tire & Rubber Co.; Great Dane LP; Great Dane Trailers Machinery Except Electrical [7]: GSC Steel Stamping LLC; Grudem; HELLA Automotive Sales Inc.; HEXPOL Compounding Corp.; Haering Precision USA LP; Haering Precision USA LP; Hanon Systems USA LLC Metal stamping and assemblies [1]: Volvo Group North America Miscellaneous Manufacturing Industries [1]: SungEel Recycling Park Georgia Paper and Allied Products [1]: Apache Mills Inc. Primary Metal Industries [16]: Dinex Emissions Inc.; Dongwon Autopart Technology Georgia LLC; Dorsett Industries Inc.; Down 2 Earth Trailers; Duckyang; EVCO Plastics; Eaton Corp.; Ecoplastic America Corporation; Ecoplastic Corporation; Elan Technology Inc.; Enchem America Inc.; Enplas USA Inc.; Erdrich USA Inc.; F&P Georgia Manufacturing; Fanello Industries Inc.; First American Resources Rubber and Miscellaneous Plastic Products [28]: AVS; Arising Industries Inc.; Ascend Elements; Aspen Aerogels; Aurubis; Beaver Manufacturing Co. Inc.; Big Tex Trailer Manufacturing Inc.; Blue Bird Corp.; Blue Ridge Manufacturing; Bonnell Aluminum; Boogook Industries; Bosal Industries Georgia; Bosch (Automotive Division); Bridgestone Bandag; Carcoustics USA; Club Car LLC; Constellium Automotive USA; Continental Automotive; Continental Tire the Americas LLC; DAEHAN Solution Georgia LLC; DAS Corp.; DaeChang Seat Company; Daesol Ausys; Daesol Material Georgia, LLC; Daimler Truck North America; DeKalb Tool & Die Inc.; Decostar Industries; Denkai America Stone, Clay, Glass and Concrete Products [2]: Denso Manufacturing Georgia; Die-Tech Industries Inc. Textile Products [6]: ACM Georgia LLC; ADVICS Manufacturing Georgia LLC; ALBAform Inc.; Adient; Ajin Georgia; Anovion Technologies Transportation Equipment [87]: JTEKT North America Corp.; Jefferson Southern Corporation; Joon Georgia, Inc.; KTX America Corporation; Kautex Inc.; Kia Georgia Inc.; Kumho Tire USA Inc.; Kyungshin America Corp.; Lark United Manufacturing Inc.; Lear Corporation; Lehigh Technologies Inc.; Linde + Wiemann; Lund International Inc.; Lund International Inc./Ventshade Division; Lyle Industries Inc.; Lyle Industries Inc.; MAT Heavy Duty; Mack Trucks; Magna International; Mando America Corp.; Master Craft Engineering Inc.; Maxxis International USA; Mercedes-Benz USA LLC; Michelin Tread Technologies; Milliken & Co./Valway Plant; Mobis Alabama LLC; MollerTech LLC; Morgan Corp.; Murata Electronics North America Inc.; NIFCO KTW America Corp.; NVH Korea; Neaton Rome Inc.; Nidec Elesys Americas Corp.; Nile Automotive; Nisshinbo Automotive Manufacturing Inc.; Nivel Parts & Manufacturing Co. LLC; Novelis Inc.; Novelis Inc.; Novelis Inc.; OTR Wheel Engineering Inc.; Oneda Corp.; PAI Industries Inc.; PHA Body Systems LLC; PIOLAX Corp.; PPG Industries Inc.; Paccar; Pak-Lite Inc.; Panasonic Automotive Systems Co.; Panasonic Automotive Systems Co.; Panduit Corp.; Peerless-Winsmith Inc.; Perkins Small Engines LLC; Peterson Spring; Piedmont Automotive Products Inc.; Pirelli Tire North America LLC; Porsche Cars North America Inc.; Propex Operating Co. LLC; QSR Inc.; RealTruck; Rivian Automotive; Robert Bosch LLC; SAFT America Inc.; SHIROKI North America Inc; SK Battery America; SKF USA Inc.; SRG Global Inc.; Sejong Georgia LLC; Seohan Auto USA; Seoyon E-HWA; Seoyon E-Hwa Interior Systems; Sewon America Inc.; Sewon America Inc.; Sewon America Inc.; Solvay Specialty Polymers USA LLC; Southern Switches Corp.; Stryten Energy; Suhner Manufacturing Corp.; Sumitomo Electric Wiring Systems; Superior Essex Inc.; Suzuki Manufacturing of America Corp.; TCI Powder Coatings; TDK Components USA Inc.; TE Connectivity; Teklas USA; Textron Specialized Vehicles; Thermal Ceramics Inc.; Thomson Plastics Inc.",golden,"Here's a list of companies grouped by Industry Group, based on the provided evidence:

Automotive plastic components: 1 company - Wabash National Corp.
Automotive textiles and interiors: 1 company - Wheelabrator Group Inc.
Automotive modules and components: 1 company - Vista Metals Corp.
Automotive stamping and assemblies: 1 company - Vernay
Commercial vehicles and powertrains: 1 company - Toyota Industries Group (TACG-TICA)

The evidence does not contain ""Manufacturing Plant"" entries.",2.27,True,,0.0,0.67,0.8,0.8,0.2,0.0
"Among companies with Primary Facility Type containing 'Corporate operations', which ones are EV / Battery Relevant = Yes?",Primary Facility Type containing 'Corporate operations' and EV / Battery Relevant = Yes [3]: TN Americas Holding Inc. | Facility Type: Corporate operations | Location: Georgia | EV Supply Chain Role: OEM parent group footprint (EV + HD electrification) Toyota Industries Group (TACG-TICA) | Facility Type: Corporate operations | Location: Georgia | EV Supply Chain Role: OEM parent group footprint (electric truck strategy) Trenton Pressing | Facility Type: Regional corporate operations | Location: Georgia | EV Supply Chain Role: OEM corporate footprint and supplier integration,golden,"The following companies with Primary Facility Type containing 'Corporate operations' are EV / Battery Relevant = Yes:
- TN Americas Holding Inc.
- Toyota Industries Group (TACG-TICA)",1.36,True,,0.67,0.0,0.0,0.0,1.0,0.0
"Identify companies with Primary Facility Type containing both Engineering and Manufacturing, and list their Product / Service.","Primary Facility Type containing both Engineering and Manufacturing [3]: WIKA USA | Facility Type: Manufacturing / Engineering | Product / Service: Vehicle power & data solutions; wiring harnesses and connectors Woory Industrial Co. | Facility Type: Manufacturing / Engineering | Product / Service: Automotive connectors, terminals, sensors, and power/data components Yamaha Motor Manufacturing Corp. | Facility Type: Engineering / Manufacturing | Product / Service: Automotive electrical architecture, connectivity, and advanced safety components",golden,"3 companies have a Primary Facility Type containing both Engineering and Manufacturing:

- Company: WIKA USA | Primary Facility Type: Manufacturing / Engineering | Product / Service: Vehicle power & data solutions; wiring harnesses and connectors
- Company: Woory Industrial Co. | Primary Facility Type: Manufacturing / Engineering | Product / Service: Automotive connectors, terminals, sensors, and power/data components
- Company: Yamaha Motor Manufacturing Corp. | Primary Facility Type: Engineering / Manufacturing | Product / Service: Automotive electrical architecture, connectivity, and advanced safety components",2.35,True,,1.0,1.0,1.0,1.0,0.0,0.0
"For each Primary Facility Type, compute the average Employment.",Average Employment by Primary Facility Type: Engineering / Manufacturing [n=1]: 190000.00 Engineering / Operations [n=3]: 175419.67 Manufacturing / Engineering [n=2]: 168500.00 Manufacturing [n=4]: 90714.25 Corporate operations [n=2]: 18850.00 North American Headquarters [n=2]: 10800.00 Manufacturing plant [n=10]: 637.50 Manufacturing Plant [n=179]: 402.18 Headquarters [n=1]: 400.00 Regional corporate operations [n=1]: 350.00 R&D [n=1]: 120.00 Manufacturing / OEM operations [n=1]: 80.00,golden,"- Engineering / Manufacturing: 190000.00
- Engineering / Operations: 175419.67
- Manufacturing / Engineering: 168500.00
- Manufacturing: 90714.25
- Corporate operations: 18850.00
- North American Headquarters: 10800.00
- Manufacturing plant: 637.50
- Manufacturing Plant: 402.18
- Headquarters: 400.00
- Regional corporate operations: 350.00
- R&D: 120.00
- Manufacturing / OEM operations: 80.00",3.1,True,,1.0,1.0,1.0,1.0,0.0,0.0
Which EV Supply Chain Role has the highest average Employment among Tier 1 suppliers?,Charging Infrastructure has the highest average Employment among Tier 1 suppliers: 320.00 (n=1). Companies: Morgan Corp.,golden,Charging Infrastructure has the highest average Employment with 320.00 among Tier 1 suppliers.,0.8,True,,0.8,1.0,1.0,1.0,0.0,0.0
List Tier 2/3 suppliers with Employment >= 500 and provide their Location and Product / Service.,"Tier 2/3 suppliers with Employment >= 500 [5]: Grudem | Location: Lawrenceville, Gwinnett County | Employment: 807 | Product / Service: Sensors for mobile hydraulic applications Flambeau Inc. | Location: Carroll County | Employment: 700 | Product / Service: Door locks, ignition locks, side mirrors and door handles SungEel Recycling Park Georgia | Location: Macon, Bibb County | Employment: 650 | Product / Service: Various fasteners for automotive seating and interior Fasteners, zippers, hook & loop, pull straps, ISO-marker buttons, seat belt buttons, plastic hardware Arising Industries Inc. | Location: Macon, Bibb County | Employment: 582 | Product / Service: Automotive and aircraft tires Dinex Emissions Inc. | Location: Greensboro, Greene County | Employment: 500 | Product / Service: Aluminum sheet for automotive bodies",golden,"- Company: Dinex Emissions Inc. | Location: Greensboro, Greene County | Employment: 500 | Product / Service: Aluminum sheet for automotive bodies
- Company: Flambeau Inc. | Location: Carroll County | Employment: 700 | Product / Service: Door locks, ignition locks, side mirrors and door handles
- Company: SungEel Recycling Park Georgia | Location: Macon, Bibb County | Employment: 650 | Product / Service: Various fasteners for automotive seating and interior Fasteners, zippers, hook & loop, pull straps, ISO-marker buttons, seat belt buttons, plastic hardware",2.67,True,,0.6,1.0,1.0,1.0,0.0,0.0
Find Tier 1/2 companies with EV / Battery Relevant = Yes and show their Primary OEMs.,Tier 1/2 companies with EV / Battery Relevant = Yes [7]: F&P Georgia Manufacturing | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack Hitachi Astemo Americas Inc. | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Cell Hollingsworth & Vose Co. | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack Honda Development & Manufacturing | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Cell Hyundai Motor Group | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack Hyundai Transys Georgia Powertrain | Primary OEMs: Hyundai Kia Rivian | EV Supply Chain Role: Thermal Management IMMI | Primary OEMs: Hyundai Kia | EV Supply Chain Role: Battery Pack,golden,"Tier 1/2 companies with EV / Battery Relevant = Yes and their Primary OEMs:

- Company: F&P Georgia Manufacturing | Primary OEMs: Hyundai Kia
- Company: Hitachi Astemo Americas Inc. | Primary OEMs: Hyundai Kia
- Company: Hollingsworth & Vose Co. | Primary OEMs: Hyundai Kia
- Company: Honda Development & Manufacturing | Primary OEMs: Hyundai Kia
- Company: Hyundai Motor Group | Primary OEMs: Hyundai Kia
- Company: Hyundai Transys Georgia Powertrain | Primary OEMs: Hyundai Kia Rivian
- Company: IMMI | Primary OEMs: Hyundai Kia
- Company: Racemark International LLC | Primary OEMs: Hyundai Kia Rivian",2.85,True,,0.86,1.0,1.0,1.0,0.0,0.0
"Among Materials companies, which ones are EV / Battery Relevant = Yes versus Indirect? Provide counts and company lists.",Materials companies by EV / Battery relevance: Yes [0]: None Indirect [13]: Aurubis; Blue Ridge Manufacturing; Bosch (Automotive Division); Bridgestone Bandag; Club Car LLC; Constellium Automotive USA; DAEHAN Solution Georgia LLC; DAS Corp.; Daesol Ausys; Panasonic Automotive Systems Co.; SK Battery America; Sumitomo Electric Wiring Systems; SungEel Recycling Park Georgia No [10]: Ascend Elements; Aspen Aerogels; Beaver Manufacturing Co. Inc.; Blue Bird Corp.; Boogook Industries; EVCO Plastics; Fanello Industries Inc.; First American Resources; Haering Precision USA LP; PHA Body Systems LLC,golden,"Among Materials companies, 13 are Indirect and 10 are No.

**Indirect:**
Companies: Aurubis, Blue Ridge Manufacturing, Bosch (Automotive Division), Bridgestone Bandag, Club Car LLC, Constellium Automotive USA, DAEHAN Solution Georgia LLC, DAS Corp., Daesol Ausys, Panasonic Automotive Systems Co., SK Battery America, Sumitomo Electric Wiring Systems, SungEel Recycling Park Georgia

**No:**
Companies: Ascend Elements, Aspen Aerogels, Beaver Manufacturing Co. Inc., Blue Bird Corp., Boogook Industries, EVCO Plastics, Fanello Industries Inc., First American Resources, Haering Precision USA LP, PHA Body Systems LLC",2.81,True,,1.0,1.0,1.0,1.0,0.0,0.0
