question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio
"Which 10 companies have the highest Employment, and what are their Categories and Locations?","Top 10 companies by Employment: 1. WIKA USA | Employment: 250,000 | Category: OEM Supply Chain | Location: Georgia 2. Yazaki North America | Employment: 230,000 | Category: OEM Footprint | Location: Georgia 3. YKK USA Inc. | Employment: 190,159 | Category: OEM Footprint | Location: Georgia 4. Yamaha Motor Manufacturing Corp. | Employment: 190,000 | Category: OEM Supply Chain | Location: Georgia 5. Yachiyo Manufacturing of America LLC | Employment: 173,700 | Category: OEM Supply Chain | Location: Georgia 6. ZF Gainesville LLC | Employment: 170,000 | Category: OEM Supply Chain | Location: Georgia 7. ZF Gainesville LLC | Employment: 106,100 | Category: OEM Footprint | Location: Georgia 8. Woory Industrial Co. | Employment: 87,000 | Category: OEM Supply Chain | Location: Georgia 9. TI Fluid Systems | Employment: 19,600 | Category: OEM (Footprint) | Location: Atlanta, Fulton County 10. TN Americas Holding Inc. | Employment: 19,600 | Category: OEM (Footprint) | Location: Georgia",golden,"The provided evidence does not include Category information. Here are the top 10 companies by Employment and their Locations:

- Company: WIKA USA | Location: Georgia | Employment: 250000
- Company: Yazaki North America | Location: Georgia | Employment: 230000
- Company: YKK USA Inc. | Location: Georgia | Employment: 190159
- Company: Yamaha Motor Manufacturing Corp. | Location: Georgia | Employment: 190000
- Company: Yachiyo Manufacturing of America LLC | Location: Georgia | Employment: 173700
- Company: ZF Gainesville LLC | Location: Georgia | Employment: 170000
- Company: ZF Gainesville LLC | Location: Georgia | Employment: 106100
- Company: Woory Industrial Co. | Location: Georgia | Employment: 87000
- Company: TI Fluid Systems | Location: Atlanta, Fulton County | Employment: 19600
- Company: TN Americas Holding Inc. | Location: Georgia | Employment: 19600",7.2,True,,0.5,1.0,1.0,1.0,0.0,0.0
"Which 10 companies have the lowest Employment, and what are their EV Supply Chain Roles?",Bottom 10 companies by Employment: 1. Wabash National Corp. | Employment: 20 | EV Supply Chain Role: Interior and exterior plastic parts 2. Denkai America | Employment: 50 | EV Supply Chain Role: General Automotive 3. Great Dane Trailers | Employment: 50 | EV Supply Chain Role: General Automotive 4. HEXPOL Compounding Corp. | Employment: 50 | EV Supply Chain Role: General Automotive 5. Jefferson Southern Corp. | Employment: 50 | EV Supply Chain Role: General Automotive 6. Stryten Energy | Employment: 50 | EV Supply Chain Role: General Automotive 7. Suhner Manufacturing Corp. | Employment: 50 | EV Supply Chain Role: General Automotive 8. Sumitomo Electric Wiring Systems | Employment: 50 | EV Supply Chain Role: Materials 9. Wheelabrator Group Inc. | Employment: 51 | EV Supply Chain Role: Interior trim and textile components 10. Die-Tech Industries Inc. | Employment: 60 | EV Supply Chain Role: General Automotive,golden,"- Company: Wabash National Corp. | Employment: 20 | EV Supply Chain Role: Interior and exterior plastic parts
- Company: Denkai America | Employment: 50 | EV Supply Chain Role: General Automotive
- Company: Great Dane Trailers | Employment: 50 | EV Supply Chain Role: General Automotive
- Company: HEXPOL Compounding Corp. | Employment: 50 | EV Supply Chain Role: General Automotive
- Company: Jefferson Southern Corp. | Employment: 50 | EV Supply Chain Role: General Automotive
- Company: Stryten Energy | Employment: 50 | EV Supply Chain Role: General Automotive
- Company: Suhner Manufacturing Corp. | Employment: 50 | EV Supply Chain Role: General Automotive
- Company: Sumitomo Electric Wiring Systems | Employment: 50 | EV Supply Chain Role: Materials
- Company: Wheelabrator Group Inc. | Employment: 51 | EV Supply Chain Role: Interior trim and textile components
- Company: Die-Tech Industries Inc. | Employment: 60 | EV Supply Chain Role: General Automotive",4.45,True,,1.0,1.0,1.0,1.0,0.0,0.0
"Among EV / Battery Relevant = Yes companies, which company has the highest Employment and what is its Product / Service?","Highest-employment company among EV / Battery Relevant = Yes: WIKA USA | Employment: 250,000 | Product / Service: Vehicle power & data solutions; wiring harnesses and connectors | Category: OEM Supply Chain | EV Supply Chain Role: HV and LV wiring harnesses for EVs and ICE vehicles | Location: Georgia",golden,Company: WIKA USA | Employment: 250000 | Product / Service: Vehicle power & data solutions; wiring harnesses and connectors,1.03,True,,0.8,1.0,1.0,1.0,0.0,0.0
Compare total Employment between EV / Battery Relevant groups (Yes vs Indirect vs No).,"Total Employment by EV / Battery Relevant group: Yes: 1,505,494 No: 25,109 Indirect: 24,128",golden,"Total Employment Comparison between EV/Battery Relevant Groups:

- Yes: 42 companies
- Indirect: 77 companies
- No: 88 companies

Note: The exact employment numbers per group are not provided in the given evidence.",1.64,True,,0.0,0.0,0.0,0.0,1.0,0.0
"For each EV Supply Chain Role, calculate total Employment and identify the top 3 roles by total Employment.","Total Employment by EV Supply Chain Role: HV and LV wiring harnesses for EVs and ICE vehicles: 250,000 Power electronics, sensors, and EV systems: 230,000 EV sensors, braking, and control systems: 190,159 Advanced electrical architecture for EVs: 190,000 EV electrical distribution and interior systems: 173,700 EV body, powertrain, and thermal components: 170,000 EV thermal systems and electronics: 106,100 High‑voltage EV connectors and electronics: 87,000 General Automotive: 35,003 Vehicle Assembly: 29,177 OEM corporate footprint influencing EV strategy: 19,600 OEM parent group footprint (EV + HD electrification): 19,600 OEM parent group footprint (electric truck strategy): 18,100 EV thermal management and power electronics: 17,500 Materials: 5,119 OEM corporate and engineering footprint (electrification): 2,000 EV wiring harnesses and power distribution: 1,657 Stamped and welded assemblies for OEMs: 1,600 EV and ICE component manufacturing: 1,500 EV and ICE powertrain and HVAC components: 1,300 Battery Cell: 1,123 Battery Pack: 768 Thermal Management: 650 Body and chassis components for EV and ICE OEMs: 630 Plastic components for EV and ICE vehicles: 456 Power Electronics: 350 OEM corporate footprint and supplier integration: 350 Charging Infrastructure: 320 Machined components supporting EV and ICE vehicles: 298 Tier 1 automotive components: 269 Stamped metal components for OEMs: 251 Vehicle safety systems OEM (EV + ICE): 80 Interior trim and textile components: 51 Interior and exterior plastic parts: 20 Top 3 roles by total Employment: HV and LV wiring harnesses for EVs and ICE vehicles: 250,000 Power electronics, sensors, and EV systems: 230,000 EV sensors, braking, and control systems: 190,159",golden,"Total Employment by EV Supply Chain Role:
- HV and LV wiring harnesses for EVs and ICE vehicles: 250000
- Power electronics, sensors, and EV systems: 230000
- EV sensors, braking, and control systems: 190159

Top 3 roles by total Employment:
- HV and LV wiring harnesses for EVs and ICE vehicles: 250000
- Power electronics, sensors, and EV systems: 230000
- EV sensors, braking, and control systems: 190159",2.57,True,,0.3,1.0,1.0,1.0,0.0,0.0
"Within Tier 1 suppliers, what is the Employment range (min and max) and which companies correspond to those extremes?","Tier 1 Employment range: min = 50, max = 900. Min-employment companies: Stryten Energy | Employment: 50 | Location: Troup County | EV Supply Chain Role: General Automotive Suhner Manufacturing Corp. | Employment: 50 | Location: Douglas, Coffee County | EV Supply Chain Role: General Automotive Sumitomo Electric Wiring Systems | Employment: 50 | Location: Baxley, Appling County | EV Supply Chain Role: Materials Max-employment companies: Jefferson Southern Corporation | Employment: 900 | Location: Monroe, Walton County | EV Supply Chain Role: General Automotive Joon Georgia, Inc. | Employment: 900 | Location: Troup County | EV Supply Chain Role: General Automotive",golden,"Employment range:
- Min: 50 | Company: Sumitomo Electric Wiring Systems
- Max: 900 | Company: Jefferson Southern Corporation",0.92,True,,0.5,1.0,1.0,1.0,0.0,0.0
"Within Tier 2/3 suppliers, what is the average Employment by Industry Group?","Average Employment by Industry Group within Tier 2/3: Miscellaneous Manufacturing Industries [n=1]: 650.00 Machinery Except Electrical [n=7]: 249.57 Rubber and Miscellaneous Plastic Products [n=28]: 225.07 Primary Metal Industries [n=15]: 208.87 Textile Products [n=6]: 180.83 Fabricated Metal Products [n=11]: 179.55 Chemicals and Allied Products [n=3]: 173.33 Paper and Allied Products [n=1]: 140.00 Stone, Clay, Glass and Concrete Products [n=2]: 82.50",golden,"Average Employment by Industry Group:
- Miscellaneous Manufacturing Industries: 650.00
- Machinery Except Electrical: 249.57
- Rubber and Miscellaneous Plastic Products: 225.07
- Primary Metal Industries: 208.87
- Textile Products: 180.83
- Fabricated Metal Products: 179.55
- Chemicals and Allied Products: 173.33
- Paper and Allied Products: 140.00
- Stone, Clay, Glass and Concrete Products: 82.50",2.6,True,,0.91,1.0,1.0,1.0,0.0,0.0
Which counties have the highest total Employment among Tier 1 suppliers only?,"Total Employment by county among Tier 1 suppliers only: Troup County: 3,603 Hall County: 1,715 Chatham County: 1,677 Gwinnett County: 1,560 Floyd County: 1,330 Carroll County: 945 Bartow County: 935 Walton County: 900 Cherokee County: 860 Effingham County: 810 Bulloch County: 660 Meriwether County: 600 Laurens County: 535 Haralson County: 500 Richmond County: 500 Whitfield County: 500 Harris County: 440 Dade County: 405 Walker County: 400 Polk County: 400 Stephens County: 350 Newton County: 310 Candler County: 300 Hart County: 225 Crisp County: 200 Coweta County: 200 Franklin County: 200 Liberty County: 180 Davis County: 170 Pike County: 157 Fulton County: 140 Grady County: 125 Gordon County: 120 Fayette County: 110 Bibb County: 80 Cobb County: 75 Clarke County: 75 Fannin County: 68 Appling County: 50 Coffee County: 50 Top 5 counties: Troup County: 3,603 Hall County: 1,715 Chatham County: 1,677 Gwinnett County: 1,560 Floyd County: 1,330",golden,"Troup County (3603)
Hall County (1715)
Chatham County (1677)
Gwinnett County (1560)
Floyd County (1330)",1.25,True,,1.0,1.0,1.0,1.0,0.0,0.0
"In Gwinnett County, which company has the highest Employment and what is its EV Supply Chain Role?",Highest-employment company in Gwinnett County [1]: Grudem | Employment: 807 | EV Supply Chain Role: General Automotive | Category: Tier 2/3,golden,Company: Grudem | Employment: 807 | EV Supply Chain Role: General Automotive,0.78,True,,0.86,1.0,1.0,1.0,0.0,0.0
"Among companies with Primary Facility Type = R&D, which one has the highest Employment and what is its Location?","Racemark International LLC has the highest Employment among R&D entries (and is the only R&D entry): Employment 120 | Location: Calhoun, Gordon County.",golden,There are no companies listed with Primary Facility Type = R&D in the provided evidence.,0.74,True,,0.0,1.0,1.0,1.0,0.0,0.0
