run_name,provider,model_name,rag_enabled,question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio
qwen_rag,ollama,qwen2.5:14b,True,List all companies whose Product / Service text mentions 'lithium' and include their EV Supply Chain Role and Location.,"Product / Service mentions 'lithium' [4]: Down 2 Earth Trailers | EV Supply Chain Role: General Automotive | Location: Cartersville, Bartow County Enplas USA Inc. | EV Supply Chain Role: General Automotive | Location: Covington, Newton County F&P Georgia Manufacturing | EV Supply Chain Role: Battery Pack | Location: Toccoa, Stephens County Hollingsworth & Vose Co. | EV Supply Chain Role: Battery Pack | Location: Bainbridge, Decatur County",golden,"**General Automotive**
- Company: Down 2 Earth Trailers | Location: Cartersville, Bartow County | Product / Service: Standard and custom aluminum-lithium products for automotive customers
- Company: Enplas USA Inc. | Location: Covington, Newton County | Product / Service: Recycler of lithium ion batteries

**Battery Pack**
- Company: F&P Georgia Manufacturing | Location: Toccoa, Stephens County | Product / Service: Lithium-ion battery recycler and raw materials provider
- Company: Hollingsworth & Vose Co. | Location: Bainbridge, Decatur County | Product / Service: Lithium-ion battery materials",5.92,True,,0.88,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,"Which companies are described as a recycler in Product / Service, and what are their Categories?","Product / Service describes a recycler [3]: EVCO Plastics | Category: Tier 2/3 | Product / Service: Recycler of copper, precious metals, and non-ferrous materials Enplas USA Inc. | Category: Tier 2/3 | Product / Service: Recycler of lithium ion batteries F&P Georgia Manufacturing | Category: Tier 1/2 | Product / Service: Lithium-ion battery recycler and raw materials provider",golden,"EVCO Plastics | Recycler of copper, precious metals, and non-ferrous materials | Category: Recycling
F&P Georgia Manufacturing | Lithium-ion battery recycler and raw materials provider | Category: Recycling
Enplas USA Inc. | Recycler of lithium ion batteries | Category: Recycling",1.46,True,,0.75,0.67,0.67,0.67,0.33,0.0
qwen_rag,ollama,qwen2.5:14b,True,Find companies whose Product / Service mentions 'wiring harness' or 'wire harness' and provide their Primary OEMs.,Product / Service mentions 'wiring harness' / 'wire harness' [3]: Solvay Specialty Polymers USA LLC | Primary OEMs: Multiple OEMs WIKA USA | Primary OEMs: Blank / Missing Woodbridge Foam Corp. | Primary OEMs: Blank / Missing,golden,"- Company: Solvay Specialty Polymers USA LLC | Primary OEMs: Multiple OEMs | Product / Service: Automotive wire harnesses
- Company: WIKA USA | Product / Service: Vehicle power & data solutions; wiring harnesses and connectors
- Company: Woodbridge Foam Corp. | Product / Service: Automotive wiring harnesses & electrical distribution systems",1.69,True,,0.67,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,"Which companies mention 'connectors' in Product / Service, and what is their EV / Battery Relevant status?",Product / Service mentions 'connectors' [2]: WIKA USA | EV / Battery Relevant: Yes | EV Supply Chain Role: HV and LV wiring harnesses for EVs and ICE vehicles Woory Industrial Co. | EV / Battery Relevant: Yes | EV Supply Chain Role: High‑voltage EV connectors and electronics,golden,None of the companies mentioned in the provided evidence have 'connectors' listed under their Product / Service description. The evidence does not include any company mentioning 'connectors'.,1.2,True,,0.0,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,Identify companies whose Product / Service mentions 'thermal' and list their EV Supply Chain Role and Primary Facility Type.,Product / Service mentions 'thermal' [5]: Freudenberg-NOK | EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant Novelis Inc. | EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant Peerless-Winsmith Inc. | EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant ZF Gainesville LLC | EV Supply Chain Role: EV thermal management and power electronics | Primary Facility Type: Manufacturing ZF Gainesville LLC | EV Supply Chain Role: EV thermal systems and electronics | Primary Facility Type: Engineering / Operations,golden,"- Company: Freudenberg-NOK | EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant
- Company: Peerless-Winsmith Inc. | EV Supply Chain Role: Thermal Management | Primary Facility Type: Manufacturing Plant
- Company: ZF Gainesville LLC | EV Supply Chain Role: EV thermal management and power electronics | Primary Facility Type: Manufacturing
- Company: ZF Gainesville LLC | EV Supply Chain Role: EV thermal systems and electronics | Primary Facility Type: Engineering / Operations",2.29,True,,0.8,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,List companies whose Product / Service mentions 'powder coatings' and include their Category and Location.,"Product / Service mentions 'powder coatings' [1]: Archer Aviation Inc. | Category: Tier 2/3 | Location: Ellaville, Schley County",golden,"- Company: Archer Aviation Inc. | Category: Tier 2/3 | Location: Ellaville, Schley County",0.85,True,,1.0,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,"Which companies mention 'sensors' in Product / Service, and what EV Supply Chain Role are they assigned?",Product / Service mentions 'sensors' [2]: Grudem | EV Supply Chain Role: General Automotive Woory Industrial Co. | EV Supply Chain Role: High‑voltage EV connectors and electronics,golden,"**Woory Industrial Co.**
- EV Supply Chain Role: High-voltage EV connectors and electronics

**Yazaki North America**
- EV Supply Chain Role: Power electronics, sensors, and EV systems

**YKK USA Inc.**
- EV Supply Chain Role: EV sensors, braking, and control systems",1.58,True,,0.33,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,"For each Classification Method, count the number of companies and list the top 5 companies by Employment within each method.","Classification Method counts and top 5 companies by Employment: Supplier: 170 Top 5 by Employment: Jefferson Southern Corporation (900); Joon Georgia, Inc. (900); JTEKT North America Corp. (860); Grudem (807); Hitachi Astemo (800) Public OEM footprint / supplier listing: 26 Top 5 by Employment: WIKA USA (250,000); Yazaki North America (230,000); YKK USA Inc. (190,159); Yamaha Motor Manufacturing Corp. (190,000); Yachiyo Manufacturing of America LLC (173,700) Direct Manufacturer: 11 Top 5 by Employment: Superior Essex Inc. (8,100); Suzuki Manufacturing of America Corp. (7,500); TCI Powder Coatings (3,000); Thermal Ceramics Inc. (3,000); TE Connectivity (1,900)",golden,"Counts by Classification Method:
- Supplier: 170
- Public OEM footprint / supplier listing: 26
- Direct Manufacturer: 11

Top 5 companies by Employment within each method cannot be listed as the provided evidence does not include employment numbers for individual companies.",1.34,True,,0.5,1.0,0.5,0.5,0.5,0.0
qwen_rag,ollama,qwen2.5:14b,True,Identify entries classified as 'Public OEM footprint / supplier listing' and summarize their Categories and EV / Battery Relevant status.,Public OEM footprint / supplier listing [26 rows]: Category summary: OEM Supply Chain: 17; OEM (Footprint): 5; OEM Footprint: 3; OEM: 1 EV / Battery Relevant summary: Yes: 26 Companies: TI Fluid Systems; TI Fluid Systems; Tie Down Engineering; TN Americas Holding Inc.; Toyota Industries Group (TACG-TICA); Trenton Pressing; Trenton Pressing Inc.; Valeo; Vanguard National Trailer Corp.; Vernay; Vista Metals Corp.; Voestalpine Automotive Body Parts Inc.; Volvo Cars USA; Volvo Group North America; Wabash National Corp.; Wheelabrator Group Inc.; WIKA USA; Woodbridge Foam Corp.; Woory Industrial Co.; Yachiyo Manufacturing of America LLC; Yamaha Motor Manufacturing Corp.; Yazaki North America; YKK USA Inc.; ZF Gainesville LLC; ZF Gainesville LLC; ZF Gainesville LLC,golden,"Public OEM footprint / supplier listing entries:
- Category: OEM Supply Chain (17)
- Category: OEM (Footprint) (5)
- Category: OEM Footprint (3)
- Category: OEM (1)

EV / Battery Relevant status: Yes (26)

Companies listed under Public OEM footprint / supplier listing:
TI Fluid Systems
Tie Down Engineering
TN Americas Holding Inc.
Toyota Industries Group (TACG-TICA)
Trenton Pressing
Trenton Pressing Inc.
Valeo
Vanguard National Trailer Corp.
Vernay
Vista Metals Corp.
Voestalpine Automotive Body Parts Inc.
Volvo Cars USA
Volvo Group North America
Wabash National Corp.
Wheelabrator Group Inc.
WIKA USA
Woodbridge Foam Corp.
Woory Industrial Co.
Yachiyo Manufacturing of America LLC
Yamaha Motor Manufacturing Corp.
Yazaki North America
YKK USA Inc.
ZF Gainesville LLC",3.86,True,,0.91,1.0,1.0,1.0,0.0,0.0
qwen_rag,ollama,qwen2.5:14b,True,"Which companies are classified as Direct Manufacturer, and what EV Supply Chain Roles do they cover?",Direct Manufacturer entries [11]: Kia Georgia Inc. | EV Supply Chain Role: Vehicle Assembly Minebea AccessSolutions USA Inc. | EV Supply Chain Role: General Automotive Superior Essex Inc. | EV Supply Chain Role: Vehicle Assembly Suzuki Manufacturing of America Corp. | EV Supply Chain Role: Vehicle Assembly TCI Powder Coatings | EV Supply Chain Role: Vehicle Assembly TDK Components USA Inc. | EV Supply Chain Role: Vehicle Assembly TE Connectivity | EV Supply Chain Role: Vehicle Assembly Teklas USA | EV Supply Chain Role: Vehicle Assembly Textron Specialized Vehicles | EV Supply Chain Role: Vehicle Assembly Thermal Ceramics Inc. | EV Supply Chain Role: Vehicle Assembly Thomson Plastics Inc. | EV Supply Chain Role: Vehicle Assembly,golden,"General Automotive:
- ACM Georgia LLC | EV Supply Chain Role: General Automotive
- Adient | EV Supply Chain Role: General Automotive
- ADVICS Manufacturing Georgia LLC | EV Supply Chain Role: General Automotive
- Ajin Georgia | EV Supply Chain Role: General Automotive
- ALBAform Inc. | EV Supply Chain Role: General Automotive
- Anovion Technologies | EV Supply Chain Role: General Automotive
- Apache Mills Inc. | EV Supply Chain Role: General Automotive
- Aptiv | EV Supply Chain Role: General Automotive
- Archer Aviation Inc. | EV Supply Chain Role: General Automotive
- Arising Industries Inc. | EV Supply Chain Role: General Automotive
- Ascend Elements | EV Supply Chain Role: Materials
- AVS | EV Supply Chain Role: General Automotive
- Beaver Manufacturing Co. Inc. | EV Supply Chain Role: Materials
- Big Tex Trailer Manufacturing Inc. | EV Supply Chain Role: General Automotive
- Blue Bird Corp. | EV Supply Chain Role: Materials
- Blue Ridge Manufacturing | EV Supply Chain Role: Materials
- Bonnell Aluminum | EV Supply Chain Role: General Automotive
- Boogook Industries | EV Supply Chain Role: Materials
- Bosal Industries Georgia | EV Supply Chain Role: General Automotive
- Bosch (Automotive Division) | EV Supply Chain Role: Materials
- Bridgestone Bandag | EV Supply Chain Role: Materials
- Carcoustics USA | EV Supply Chain Role: General Automotive
- Club Car LLC | EV Supply Chain Role: Materials
- Constellium Automotive USA | EV Supply Chain Role: Materials
- Continental Automotive | EV Supply Chain Role: General Automotive
- Continental Tire the Americas LLC | EV Supply Chain Role: General Automotive
- DaeChang Seat Company | EV Supply Chain Role: General Automotive
- DAEHAN Solution Georgia LLC | EV Supply Chain Role: Materials
- Daesol Ausys | EV Supply Chain Role: Materials

Materials:
- Ascend Elements | EV Supply Chain Role: Materials
- Aspen Aerogels | EV Supply Chain Role: Materials
- Aurubis | EV Supply Chain Role: Materials
- Beaver Manufacturing Co. Inc. | EV Supply Chain Role: Materials
- Blue Bird Corp. | EV Supply Chain Role: Materials
- Blue Ridge Manufacturing | EV Supply Chain Role: Materials
- Boogook Industries | EV Supply Chain Role: Materials
- Bosch (Automotive Division) | EV Supply Chain Role: Materials
- Bridgestone Bandag | EV Supply Chain Role: Materials
- Club Car LLC | EV Supply Chain Role: Materials
- Constellium Automotive USA | EV Supply Chain Role: Materials
- DAEHAN Solution Georgia LLC | EV Supply Chain Role: Materials
- Daesol Ausys | EV Supply Chain Role: Materials
- Daesol Material Georgia, LLC | EV Supply Chain Role: General Automotive",11.43,True,,0.0,0.82,0.82,0.82,0.18,0.0
