run_name,provider,model_name,rag_enabled,question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,context_precision,context_recall,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio,overall_metric_score_pct
qwen_rag,ollama,qwen2.5:14b,True,"Show all Tier 1/2 suppliers in Georgia, list their EV Supply Chain Role and Product / Service.","There are 18 Tier 1/2 companies in Georgia.

F&P Georgia Manufacturing [Tier 1/2] | Role: Battery Pack | Product: Lithium-ion battery recycler and raw materials provider
Fouts Brothers Fire Equipment [Tier 1/2] | Role: General Automotive | Product: Automotive body parts and electronics Cylinder-head and specialty gaskets, housing modules and shielding systems for engines, transmissions, exhaust systems and auxiliary units
Hitachi Astemo [Tier 1/2] | Role: General Automotive | Product: Car audio systems
Hitachi Astemo Americas Inc. [Tier 1/2] | Role: Battery Cell | Product: Battery cells for electric mobility
Hollingsworth & Vose Co. [Tier 1/2] | Role: Battery Pack | Product: Lithium-ion battery materials
Honda Development & Manufacturing [Tier 1/2] | Role: Battery Cell | Product: Battery cells for electric mobility
Hwashin [Tier 1/2] | Role: General Automotive | Product: Modules and storage systems
Hyundai & LG Energy Solution (LGES) [Tier 1/2] | Role: General Automotive | Product: Storage batteries
Hyundai Industrial Co. [Tier 1/2] | Role: General Automotive | Product: Automotive batteries
Hyundai MOBIS (Georgia) [Tier 1/2] | Role: General Automotive | Product: Capacitors, electronic automotive components
Hyundai Motor Group [Tier 1/2] | Role: Battery Pack | Product: Battery parts for electric vehicles
Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management | Product: Electrical heaters, control units, and actuators
Hyundai Transys Georgia Seating Systems [Tier 1/2] | Role: General Automotive | Product: Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts
IMMI [Tier 1/2] | Role: Battery Pack | Product: Battery electrolyte
IMS Gear Georgia Inc. [Tier 1/2] | Role: General Automotive | Product: Car audio systems
Inalfa Roof Systems Inc. [Tier 1/2] | Role: General Automotive | Product: Automotive electronic safety systems
JAC Products Inc. [Tier 1/2] | Role: General Automotive | Product: Switches, resistors and related products",golden,"F&P Georgia Manufacturing | Battery Pack | Lithium-ion battery recycler and raw materials provider
Hitachi Astemo | General Automotive | Car audio systems
Hitachi Astemo Americas Inc. | Battery Cell | Battery cells for electric mobility
Hollingsworth & Vose Co. | Battery Pack | Lithium-ion battery materials
Honda Development & Manufacturing | Battery Cell | Battery cells for electric mobility
Hwashin | General Automotive | Modules and storage systems
Hyundai & LG Energy Solution (LGES) | General Automotive | Storage batteries
Hyundai Industrial Co. | General Automotive | Automotive batteries
Hyundai MOBIS (Georgia) | General Automotive | Capacitors, electronic automotive components
Hyundai Motor Group | Battery Pack | Battery parts for electric vehicles
Hyundai Transys Georgia Powertrain | Thermal Management | Electrical heaters, control units, and actuators
Hyundai Transys Georgia Seating Systems | General Automotive | Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts
IMMI | Battery Pack | Battery electrolyte
Inalfa Roof Systems Inc. | General Automotive | Automotive electronic safety systems
JAC Products Inc. | General Automotive | Switches, resistors and related products
Jefferson Southern Corp. | General Automotive | High current switches and resistors for automotive HVAC systems
Jefferson Southern Corporation | General Automotive | Stamped metal automobile body parts
Joon Georgia, Inc. | General Automotive | Seats and seat foam pads
JTEKT North America Corp. | General Automotive | Vehicle roofing systems
Kautex Inc. | General Automotive | Automotive exterior and interior systems
KTX America Corporation | General Automotive | Stamped components and decorative trim
Kyungshin America Corp. | General Automotive | Front-end modules, front-rolling chassis modules, rear-chassis modules
Lark United Manufacturing Inc. | General Automotive | Motor vehicle transmissions
Lear Corporation | General Automotive | Pressed parts in the body-in-white segment and structural components
Lehigh Technologies Inc. | General Automotive | Suspension related functional components
Linde + Wiemann | General Automotive | 6-speed automatic transmissions
Lund International Inc. | General Automotive | Automotive seat frames
Lund International Inc./Ventshade Division | General Automotive | Industrial trailers and truck bodies
Lyle Industries Inc. | General Automotive | Automatic transmissions
Lyle Industries Inc. | General Automotive | Molded injection auto parts
Mack Trucks | General Automotive | Interior and exterior automotive components",12.72,True,,,0.0,,1.0,0.1111,0.0,1.0,0.0,33.33307692307692
qwen_rag,ollama,qwen2.5:14b,True,"Which Georgia companies are classified under Battery Cell or Battery Pack roles, and what tier is each assigned?","There are 6 companies found with Battery Cell or Battery Pack roles.

F&P Georgia Manufacturing [Tier 1/2] | Role: Battery Pack
Hitachi Astemo Americas Inc. [Tier 1/2] | Role: Battery Cell
Hollingsworth & Vose Co. [Tier 1/2] | Role: Battery Pack
Honda Development & Manufacturing [Tier 1/2] | Role: Battery Cell
Hyundai Motor Group [Tier 1/2] | Role: Battery Pack
IMMI [Tier 1/2] | Role: Battery Pack",golden,"F&P Georgia Manufacturing - Battery Pack - Tier 1/2  
Hitachi Astemo Americas Inc. - Battery Cell - Tier 1/2  
Hollingsworth & Vose Co. - Battery Pack - Tier 1/2  
Honda Development & Manufacturing - Battery Cell - Tier 1/2  
Hyundai Motor Group - Battery Pack - Tier 1/2  
IMMI - Battery Pack - Tier 1/2",2.66,True,,,0.8333,,1.0,0.0,0.8333,0.1667,0.0,69.22923076923078
qwen_rag,ollama,qwen2.5:14b,True,Map all Thermal Management suppliers in Georgia and show which Primary OEMs they are linked to.,"There are 4 Thermal Management companies in Georgia.
• Freudenberg-NOK | OEMs: Multiple OEMs
• Hyundai Transys Georgia Powertrain | OEMs: Hyundai Kia Rivian
• Novelis Inc. | OEMs: Multiple OEMs
• Peerless-Winsmith Inc. | OEMs: Multiple OEMs",golden,No Thermal Management suppliers were found in Georgia based on the provided evidence. All listed companies have an EV Supply Chain Role of General Automotive or no specific relevance to thermal management systems.,1.95,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,"List every Georgia company classified under Power Electronics or Charging Infrastructure, along with their Employment size.","There are 4 companies in Power Electronics or Charging Infrastructure roles.

GSC Steel Stamping LLC | Role: Power Electronics | Employment: 350
Morgan Corp. | Role: Charging Infrastructure | Employment: 320
Yazaki North America | Role: Power electronics, sensors, and EV systems | Employment: 230000
ZF Gainesville LLC | Role: EV thermal management and power electronics | Employment: 17500",golden,"**Power Electronics**
- GSC Steel Stamping LLC | Employment: 350
- Yazaki North America | Employment: 230000
- ZF Gainesville LLC | Employment: 17500

**Charging Infrastructure**
- (No companies found in the provided evidence)",2.56,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,"Which companies are classified as Direct Manufacturer, and what EV Supply Chain Roles do they cover?","The Direct Manufacturer group includes 11 companies.
Kia Georgia Inc. | EV Supply Chain Role: Vehicle Assembly
Minebea AccessSolutions USA Inc. | EV Supply Chain Role: General Automotive
Superior Essex Inc. | EV Supply Chain Role: Vehicle Assembly
Suzuki Manufacturing of America Corp. | EV Supply Chain Role: Vehicle Assembly
TCI Powder Coatings | EV Supply Chain Role: Vehicle Assembly
TDK Components USA Inc. | EV Supply Chain Role: Vehicle Assembly
TE Connectivity | EV Supply Chain Role: Vehicle Assembly
Teklas USA | EV Supply Chain Role: Vehicle Assembly
Textron Specialized Vehicles | EV Supply Chain Role: Vehicle Assembly
Thermal Ceramics Inc. | EV Supply Chain Role: Vehicle Assembly
Thomson Plastics Inc. | EV Supply Chain Role: Vehicle Assembly",golden,"The provided evidence does not include any companies classified as Direct Manufacturer or specify their EV Supply Chain Roles. The data focuses on other categories such as Tier 1, OEM Footprint, and OEM Supply Chain but does not mention Direct Manufacturer explicitly. Therefore, there is no information to provide for the requested classification of Direct Manufacturers and their associated roles from the given evidence.",2.62,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,"What locations does Novelis Inc. operate in, and what primary facility types are associated with each location?","Novelis Inc. is recorded at three Georgia locations.
Gainesville, Hall County | Primary Facility Type: Manufacturing Plant
Trenton, Dade County | Primary Facility Type: Manufacturing Plant
Lawrenceville, Gwinnett County | Primary Facility Type: Manufacturing Plant",golden,"Dalton, Fulton County | Manufacturing Plant | General Automotive  
Atlanta, Fulton County | Manufacturing Plant | General Automotive  
Atlanta, Fulton County | Manufacturing Plant | Thermal Management",1.26,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,"In Gwinnett County, which company has the highest Employment and what is its EV Supply Chain Role?","Highest-employment company in Gwinnett County:
Grudem | Employment: 807 | EV Supply Chain Role: General Automotive",golden,Company: Grudem | Employment: 807 | EV Supply Chain Role: General Automotive,0.81,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,Which county have the highest total Employment among Tier 1 suppliers only?,"Troup County has the highest total employment among Tier 1 suppliers, with 3,603 employees.",golden,Troup County (3603),0.66,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,"Which county has the highest total employment across all companies, and what is the combined employment in that county?","Fulton County | Total Employment: 21,300",golden,Statewide / Unspecified has the highest total employment across all companies with an employment total of 1354440.,2.15,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
qwen_rag,ollama,qwen2.5:14b,True,Show all Vehicle Assembly OEMs in Georgia and the full set of Tier 1 suppliers connected to each within the state.,"There are 10 companies in Georgia classified under Vehicle Assembly or OEM roles:

Club Car LLC
Hyundai Motor Group
Rivian Automotive
Kia Georgia Inc.
Mercedes-Benz USA LLC
Blue Bird Corp.
Yamaha Motor Manufacturing Corp.
Textron Specialized Vehicles
SK Battery America
Archer Aviation Inc.

Tier 1 Supplier Connections:

There are 77 Tier 1 suppliers in the dataset. While 74 of these are categorized under ""Multiple OEMs,"" 3 suppliers have specific documented linkages:
Perkins Small Engines LLC → Blue Bird Corp.
SHIROKI North America Inc. → Blue Bird Corp.
Racemark International LLC → Hyundai / Kia / Rivian",golden,"Vehicle Assembly OEMs in Georgia and their Tier 1 suppliers connected within the state:

**Vehicle Assembly OEMs:**
No specific Vehicle Assembly OEMs are listed in the provided evidence. The list includes only Tier 1 suppliers without specifying any vehicle assembly OEMs directly.

**Tier 1 Suppliers:**

- **Jefferson Southern Corporation**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 900

- **Joon Georgia, Inc.**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 900

- **JTEKT North America Corp.**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 860

- **Kautex Inc.**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 800

- **KTX America Corporation**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 740

- **Kumho Tire USA Inc.**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 730

- **Kyungshin America Corp.**
  - Category: Tier 1
  - Industry Group: Transportation Equipment
  - EV Supply Chain Role: General Automotive
  - Primary Facility Type: Manufacturing Plant
  - Employment: 700",8.9,True,,,0.0,,0.0,0.0,0.0,1.0,0.0,7.6923076923076925
