question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio
"For the company 'ZF Gainesville LLC', list all rows and compare their Categories, EV Supply Chain Roles, and Locations.","ZF Gainesville LLC rows [3]: Category: OEM Supply Chain | EV Supply Chain Role: EV body, powertrain, and thermal components | Location: Georgia | Primary Facility Type: Manufacturing | Employment: 170,000 Category: OEM Supply Chain | EV Supply Chain Role: EV thermal management and power electronics | Location: Georgia | Primary Facility Type: Manufacturing | Employment: 17,500 Category: OEM Footprint | EV Supply Chain Role: EV thermal systems and electronics | Location: Georgia | Primary Facility Type: Engineering / Operations | Employment: 106,100",golden,"For 'ZF Gainesville LLC', here are the rows and their details:

3 rows match the criteria.
- Company: ZF Gainesville LLC | EV Supply Chain Role: EV body, powertrain, and thermal components | Location: Georgia
- Company: ZF Gainesville LLC | EV Supply Chain Role: EV thermal management and power electronics | Location: Georgia
- Company: ZF Gainesville LLC | EV Supply Chain Role: EV thermal systems and electronics | Location: Georgia",4.86,True,,0.67,1.0,1.0,1.0,0.0,0.0
"For the company 'Novelis Inc.', list the different Locations and Primary Facility Types recorded.","Novelis Inc. recorded Locations and Primary Facility Types: Gainesville, Hall County | Primary Facility Type: Manufacturing Plant Trenton, Dade County | Primary Facility Type: Manufacturing Plant Lawrenceville, Gwinnett County | Primary Facility Type: Manufacturing Plant",golden,"For Novelis Inc., the Locations and Primary Facility Types are:
- Gainesville, Hall County | Manufacturing Plant
- Trenton, Dade County | Manufacturing Plant
- Lawrenceville, Gwinnett County | Manufacturing Plant",1.27,True,,1.0,1.0,1.0,1.0,0.0,0.0
"For the company 'Sewon America Inc.', list each recorded Product / Service and the associated Location.","Sewon America Inc. Product / Service by Location: Atlanta, Fulton County -> Automotive aftermarket parts Athens, Clarke County -> Motor vehicle engines and parts Marietta, Cobb County -> Fire truck bodies",golden,"For Sewon America Inc., the recorded Product / Service and associated Location are:
- Automotive aftermarket parts, Atlanta, Fulton County
- Motor vehicle engines and parts, Athens, Clarke County
- Fire truck bodies, Marietta, Cobb County",1.34,True,,1.0,1.0,1.0,1.0,0.0,0.0
Which Industry Groups have both Tier 1 and Tier 2/3 suppliers present? Provide the Industry Group names.,None. No Industry Group in the workbook has both Tier 1 and Tier 2/3 suppliers recorded.,golden,"The following Industry Groups have both Tier 1 and Tier 2/3 suppliers present:

*   Textile Products: 2 companies
*   Paper and Allied Products: 1 company
*   Chemicals and Allied Products: 2 companies
*   Rubber and Miscellaneous Plastic Products: 21 companies",1.75,True,,0.0,1.0,1.0,1.0,0.0,0.0
"Within Materials companies, which county has the highest number of Materials entries, and what are the companies?","Highest number of Materials entries is a tie at 2. Top counties and companies: Bartow County [2]: Constellium Automotive USA, Panasonic Automotive Systems Co. Hall County [2]: Boogook Industries, DAS Corp. Richmond County [2]: Bridgestone Bandag, EVCO Plastics Troup County [2]: Aspen Aerogels, Aurubis",golden,"The county with the highest number of Materials entries is Bartow County, with 2 entries. Hall County, Richmond County, and Troup County each have 2 entries. Appling County has 1 entry. The workbook evidence does not list company names.",1.36,True,,0.5,1.0,1.0,1.0,0.0,0.0
"Which counties have Battery Pack or Battery Cell activity, and how many companies are in each of those roles per county?","Counties with Battery Pack or Battery Cell activity: Bryan County: Battery Pack=0, Battery Cell=1 | Companies: Honda Development & Manufacturing (Battery Cell) Coweta County: Battery Pack=0, Battery Cell=1 | Companies: Hitachi Astemo Americas Inc. (Battery Cell) Decatur County: Battery Pack=1, Battery Cell=0 | Companies: Hollingsworth & Vose Co. (Battery Pack) Henry County: Battery Pack=1, Battery Cell=0 | Companies: Hyundai Motor Group (Battery Pack) Jackson County: Battery Pack=1, Battery Cell=0 | Companies: IMMI (Battery Pack) Stephens County: Battery Pack=1, Battery Cell=0 | Companies: F&P Georgia Manufacturing (Battery Pack)",golden,"Bryan County: 1 company
Coweta County: 1 company
Decatur County: 1 company
Henry County: 1 company
Jackson County: 1 company
Stephens County: 1 company",1.18,True,,0.33,1.0,1.0,1.0,0.0,0.0
Identify companies marked as EV / Battery Relevant = No but still categorized as Tier 1 or Tier 1/2; list them with their Product / Service.,"EV / Battery Relevant = No but Category is Tier 1 or Tier 1/2 [48 rows]: Jefferson Southern Corporation | Category: Tier 1 | Product / Service: Stamped metal automobile body parts Joon Georgia, Inc. | Category: Tier 1 | Product / Service: Seats and seat foam pads KTX America Corporation | Category: Tier 1 | Product / Service: Stamped components and decorative trim Kumho Tire USA Inc. | Category: Tier 1 | Product / Service: Stamped components and decorative trim Kyungshin America Corp. | Category: Tier 1 | Product / Service: Front-end modules, front-rolling chassis modules, rear-chassis modules Lear Corporation | Category: Tier 1 | Product / Service: Pressed parts in the body-in-white segment and structural components Lehigh Technologies Inc. | Category: Tier 1 | Product / Service: Suspension related functional components Linde + Wiemann | Category: Tier 1 | Product / Service: 6-speed automatic transmissions Lund International Inc./Ventshade Division | Category: Tier 1 | Product / Service: Industrial trailers and truck bodies Lyle Industries Inc. | Category: Tier 1 | Product / Service: Automatic transmissions Lyle Industries Inc. | Category: Tier 1 | Product / Service: Molded injection auto parts Magna International | Category: Tier 1 | Product / Service: Ceramic fiber insulation blankets Master Craft Engineering Inc. | Category: Tier 1 | Product / Service: Door modules, tailgate latches, and hood latches Maxxis International USA | Category: Tier 1 | Product / Service: Brake systems MollerTech LLC | Category: Tier 1 | Product / Service: Injection molded components NIFCO KTW America Corp. | Category: Tier 1 | Product / Service: Inventory management for Kia Nidec Elesys Americas Corp. | Category: Tier 1 | Product / Service: Seating systems Nile Automotive | Category: Tier 1 | Product / Service: Window regulators and door frames Nisshinbo Automotive Manufacturing Inc. | Category: Tier 1 | Product / Service: Braking and suspension products Nivel Parts & Manufacturing Co. LLC | Category: Tier 1 | Product / Service: Industrial trailers and truck bodies Novelis Inc. | Category: Tier 1 | Product / Service: Seat, interior, and precision metal stamping OTR Wheel Engineering Inc. | Category: Tier 1 | Product / Service: Single axle trailers PAI Industries Inc. | Category: Tier 1 | Product / Service: Brake pads PHA Body Systems LLC | Category: Tier 1 | Product / Service: Plastic fuel tanks and sunroofs PPG Industries Inc. | Category: Tier 1 | Product / Service: Muffler and exhaust systems Paccar | Category: Tier 1 | Product / Service: Semi-trailers Pak-Lite Inc. | Category: Tier 1 | Product / Service: Tires, wheels and rubber tracks Panasonic Automotive Systems Co. | Category: Tier 1 | Product / Service: Axle bearings Panduit Corp. | Category: Tier 1 | Product / Service: Truck bodies and parts Peerless-Winsmith Inc. | Category: Tier 1 | Product / Service: Thermal solutions Piedmont Automotive Products Inc. | Category: Tier 1 | Product / Service: Interior components and accessories QSR Inc. | Category: Tier 1 | Product / Service: Functional aftermarket accessories for trucks and SUVs Rivian Automotive | Category: Tier 1 | Product / Service: Custom metal components SAFT America Inc. | Category: Tier 1 | Product / Service: Arm and head rests SKF USA Inc. | Category: Tier 1 | Product / Service: Exhaust systems and parts SRG Global Inc. | Category: Tier 1 | Product / Service: Products for marine, mobile home, and other industries Sejong Georgia LLC | Category: Tier 1 | Product / Service: NVH parts and interior components Seohan Auto USA | Category: Tier 1 | Product / Service: Custom made cargo trailers Ben Seoyon E-HWA | Category: Tier 1 | Product / Service: Custom made cargo trailers Jeff Seoyon E-Hwa Interior Systems | Category: Tier 1 | Product / Service: Fluid-carrying systems Sewon America Inc. | Category: Tier 1 | Product / Service: Fire truck bodies Southern Switches Corp. | Category: Tier 1 | Product / Service: Commercial truck bodies Suhner Manufacturing Corp. | Category: Tier 1 | Product / Service: Truck trailers Hitachi Astemo | Category: Tier 1/2 | Product / Service: Car audio systems Hwashin | Category: Tier 1/2 | Product / Service: Modules and storage systems Hyundai & LG Energy Solution (LGES) | Category: Tier 1/2 | Product / Service: Storage batteries IMS Gear Georgia Inc. | Category: Tier 1/2 | Product / Service: Car audio systems JAC Products Inc. | Category: Tier 1/2 | Product / Service: Switches, resistors and related products",golden,"The following companies are categorized as Tier 1 or Tier 1/2 and marked as EV / Battery Relevant = No:

- Hitachi Astemo | Product / Service: Car audio systems
- Hwashin | Product / Service: Modules and storage systems
- Hyundai & LG Energy Solution (LGES) | Product / Service: Storage batteries
- IMS Gear Georgia Inc. | Product / Service: Car audio systems
- JAC Products Inc. | Product / Service: Switches, resistors and related products
- Jefferson Southern Corporation | Product / Service: Stamped metal automobile body parts
- Joon Georgia, Inc. | Product / Service: Seats and seat foam pads
- KTX America Corporation | Product / Service: Stamped components and decorative trim
- Kumho Tire USA Inc. | Product / Service: Stamped components and decorative trim
- Kyungshin America Corp. | Product / Service: Front-end modules, front-rolling chassis modules, rear-chassis modules
- Lear Corporation | Product / Service: Pressed parts in the body-in-white segment and structural components
- Lehigh Technologies Inc. | Product / Service: Suspension related functional components
- Linde + Wiemann | Product / Service: 6-speed automatic transmissions
- Lund International Inc./Ventshade Division | Product / Service: Industrial trailers and truck bodies
- Lyle Industries Inc. | Product / Service: Automatic transmissions
- Lyle Industries Inc. | Product / Service: Molded injection auto parts
- Magna International | Product / Service: Ceramic fiber insulation blankets
- Master Craft Engineering Inc. | Product / Service: Door modules, tailgate latches, and hood latches
- Maxxis International USA | Product / Service: Brake systems
- MollerTech LLC | Product / Service: Injection molded components",6.71,True,,0.75,0.5,0.5,0.5,0.5,0.0
"Which Supplier or Affiliation Type categories exist in the dataset, and how many companies fall under each?",Supplier or Affiliation Type categories and counts: Automotive supply chain participant: 170 Blank / Missing: 26 Original Equipment Manufacturer: 11,golden,"The Supplier or Affiliation Type categories and the number of companies in each are:
- Automotive supply chain participant: 170
- Original Equipment Manufacturer: 11",1.09,True,,0.85,1.0,1.0,1.0,0.0,0.0
"Among entries with Supplier or Affiliation Type = Original Equipment Manufacturer, what EV Supply Chain Roles are represented?","EV Supply Chain Roles represented among Original Equipment Manufacturer entries: Vehicle Assembly: 10 General Automotive: 1 Companies by role: Vehicle Assembly -> Kia Georgia Inc., Superior Essex Inc., Suzuki Manufacturing of America Corp., TCI Powder Coatings, TDK Components USA Inc., TE Connectivity, Teklas USA, Textron Specialized Vehicles, Thermal Ceramics Inc., Thomson Plastics Inc. General Automotive -> Minebea AccessSolutions USA Inc.",golden,The workbook evidence does not specify the EV Supply Chain Roles represented among the 11 Original Equipment Manufacturer entries.,0.77,True,,0.0,1.0,1.0,1.0,0.0,0.0
"Which companies have missing Primary OEMs, and what EV Supply Chain Role do they have?","Missing Primary OEMs [26 rows]: TI Fluid Systems | EV Supply Chain Role: OEM corporate footprint influencing EV strategy | Category: OEM (Footprint) | Location: Atlanta, Fulton County TI Fluid Systems | EV Supply Chain Role: Vehicle safety systems OEM (EV + ICE) | Category: OEM | Location: Georgia (facility presence) TN Americas Holding Inc. | EV Supply Chain Role: OEM parent group footprint (EV + HD electrification) | Category: OEM (Footprint) | Location: Georgia Tie Down Engineering | EV Supply Chain Role: OEM corporate and engineering footprint (electrification) | Category: OEM (Footprint) | Location: Greensboro, Greene County Toyota Industries Group (TACG-TICA) | EV Supply Chain Role: OEM parent group footprint (electric truck strategy) | Category: OEM (Footprint) | Location: Georgia Trenton Pressing | EV Supply Chain Role: OEM corporate footprint and supplier integration | Category: OEM (Footprint) | Location: Georgia Trenton Pressing Inc. | EV Supply Chain Role: Machined components supporting EV and ICE vehicles | Category: OEM Supply Chain | Location: Georgia Valeo | EV Supply Chain Role: Tier 1 automotive components | Category: OEM Supply Chain | Location: Georgia Vanguard National Trailer Corp. | EV Supply Chain Role: Body and chassis components for EV and ICE OEMs | Category: OEM Supply Chain | Location: Georgia Vernay | EV Supply Chain Role: Stamped and welded assemblies for OEMs | Category: OEM Supply Chain | Location: Georgia Vista Metals Corp. | EV Supply Chain Role: EV and ICE component manufacturing | Category: OEM Supply Chain | Location: Georgia Voestalpine Automotive Body Parts Inc. | EV Supply Chain Role: EV and ICE powertrain and HVAC components | Category: OEM Supply Chain | Location: Georgia Volvo Cars USA | EV Supply Chain Role: Plastic components for EV and ICE vehicles | Category: OEM Supply Chain | Location: Georgia Volvo Group North America | EV Supply Chain Role: Stamped metal components for OEMs | Category: OEM Supply Chain | Location: Georgia WIKA USA | EV Supply Chain Role: HV and LV wiring harnesses for EVs and ICE vehicles | Category: OEM Supply Chain | Location: Georgia Wabash National Corp. | EV Supply Chain Role: Interior and exterior plastic parts | Category: OEM Supply Chain | Location: Georgia Wheelabrator Group Inc. | EV Supply Chain Role: Interior trim and textile components | Category: OEM Supply Chain | Location: Georgia Woodbridge Foam Corp. | EV Supply Chain Role: EV wiring harnesses and power distribution | Category: OEM Supply Chain | Location: Georgia Woory Industrial Co. | EV Supply Chain Role: High‑voltage EV connectors and electronics | Category: OEM Supply Chain | Location: Georgia YKK USA Inc. | EV Supply Chain Role: EV sensors, braking, and control systems | Category: OEM Footprint | Location: Georgia Yachiyo Manufacturing of America LLC | EV Supply Chain Role: EV electrical distribution and interior systems | Category: OEM Supply Chain | Location: Georgia Yamaha Motor Manufacturing Corp. | EV Supply Chain Role: Advanced electrical architecture for EVs | Category: OEM Supply Chain | Location: Georgia Yazaki North America | EV Supply Chain Role: Power electronics, sensors, and EV systems | Category: OEM Footprint | Location: Georgia ZF Gainesville LLC | EV Supply Chain Role: EV body, powertrain, and thermal components | Category: OEM Supply Chain | Location: Georgia ZF Gainesville LLC | EV Supply Chain Role: EV thermal management and power electronics | Category: OEM Supply Chain | Location: Georgia ZF Gainesville LLC | EV Supply Chain Role: EV thermal systems and electronics | Category: OEM Footprint | Location: Georgia",golden,"The following companies have missing Primary OEMs:

- TI Fluid Systems | Vehicle safety systems OEM (EV + ICE)
- TI Fluid Systems | OEM corporate footprint influencing EV strategy
- Tie Down Engineering | OEM corporate and engineering footprint (electrification)
- TN Americas Holding Inc. | OEM parent group footprint (EV + HD electrification)
- Toyota Industries Group (TACG-TICA) | OEM parent group footprint (electric truck strategy)
- Trenton Pressing | OEM corporate footprint and supplier integration
- Trenton Pressing Inc. | Machined components supporting EV and ICE vehicles
- Valeo | Tier 1 automotive components
- Vanguard National Trailer Corp. | Body and chassis components for EV and ICE OEMs
- Vernay | Stamped and welded assemblies for OEMs
- Vista Metals Corp. | EV and ICE component manufacturing
- Voestalpine Automotive Body Parts Inc. | EV and ICE powertrain and HVAC components
- Volvo Cars USA | Plastic components for EV and ICE vehicles
- Volvo Group North America | Stamped metal components for OEMs
- Wabash National Corp. | Interior and exterior plastic parts
- Wheelabrator Group Inc. | Interior trim and textile components
- WIKA USA | HV and LV wiring harnesses for EVs and ICE vehicles
- Woodbridge Foam Corp. | EV wiring harnesses and power distribution
- Woory Industrial Co. | High‑voltage EV connectors and electronics
- Yachiyo Manufacturing of America LLC | EV electrical distribution and interior systems
- Yamaha Motor Manufacturing Corp. | Advanced electrical architecture for EVs
- Yazaki North America | Power electronics, sensors, and EV systems
- YKK USA Inc. | EV sensors, braking, and control systems",6.37,True,,0.85,0.5,0.5,0.5,0.5,0.0
