run_name,provider,model_name,rag_enabled,question,reference_answer,answer,latency_seconds,success,error_message
qwen_rag,ollama,qwen2.5:14b,True,"Show all companies categorized as Tier 1 and Tier 1/2, and group them by EV Supply Chain Role.",,"Battery Cell:
- Hitachi Astemo Americas Inc.
- Honda Development & Manufacturing

Battery Pack:
- F&P Georgia Manufacturing
- Hollingsworth & Vose Co.
- Hyundai Motor Group
- IMMI

Charging Infrastructure:
- Morgan Corp.

General Automotive:
- Fouts Brothers Fire Equipment
- Hitachi Astemo
- Hwashin
- Hyundai & LG Energy Solution (LGES)
- Hyundai Industrial Co.
- Hyundai MOBIS (Georgia)
- Hyundai Transys Georgia Seating Systems
- IMS Gear Georgia Inc.
- Inalfa Roof Systems Inc.
- JAC Products Inc.
- JTEKT North America Corp.
- Jefferson Southern Corp.
- Jefferson Southern Corporation
- Joon Georgia, Inc.
- KTX America Corporation
- Kautex Inc.
- Kumho Tire USA Inc.
- Kyungshin America Corp.
- Lark United Manufacturing Inc.
- Lear Corporation
- Lehigh Technologies Inc.
- Linde + Wiemann
- Lund International Inc.
- Lund International Inc./Ventshade Division
- Lyle Industries Inc.
- Lyle Industries Inc.
- MAT Heavy Duty
- Mack Trucks
- Magna International
- Mando America Corp.
- Master Craft Engineering Inc.
- Maxxis International USA
- Mercedes-Benz USA LLC
- Michelin Tread Technologies
- Milliken & Co./Valway Plant
- Mobis Alabama LLC
- MollerTech LLC
- Murata Electronics North America Inc.
- NIFCO KTW America Corp.
- NVH Korea
- Neaton Rome Inc.
- Nidec Elesys Americas Corp.
- Nile Automotive
- Nisshinbo Automotive Manufacturing Inc.
- Nivel Parts & Manufacturing Co. LLC
- Novelis Inc.
- Novelis Inc.
- OTR Wheel Engineering Inc.
- Oneda Corp.
- PAI Industries Inc.
- PIOLAX Corp.
- PPG Industries Inc.
- Paccar
- Pak-Lite Inc.
- Panasonic Automotive Systems Co.
- Panduit Corp.
- Perkins Small Engines LLC
- Peterson Spring
- Piedmont Automotive Products Inc.
- Pirelli Tire North America LLC
- Porsche Cars North America Inc.
- Propex Operating Co. LLC
- QSR Inc.
- Racemark International LLC
- RealTruck
- Rivian Automotive
- Robert Bosch LLC
- SAFT America Inc.
- SHIROKI North America Inc
- SKF USA Inc.
- SRG Global Inc.
- Sejong Georgia LLC
- Seohan Auto USA
- Seoyon E-HWA
- Seoyon E-Hwa Interior Systems
- Sewon America Inc.
- Sewon America Inc.
- Sewon America Inc.
- Solvay Specialty Polymers USA LLC
- Southern Switches Corp.
- Stryten Energy
- Suhner Manufacturing Corp.

Materials:
- PHA Body Systems LLC
- Panasonic Automotive Systems Co.
- SK Battery America
- Sumitomo Electric Wiring Systems

Thermal Management:
- Hyundai Transys Georgia Powertrain
- Novelis Inc.
- Peerless-Winsmith Inc.",11.52,True,
qwen_rag,ollama,qwen2.5:14b,True,"List the companies involved in Battery Pack activities and include their Category, Location, Product / Service, and Employment.",,"**Battery Pack Activities**

- **Company:** F&P Georgia Manufacturing  
  - Category: Tier 1/2  
  - Location: Toccoa, Stephens County  
  - Product / Service: Lithium-ion battery recycler and raw materials provider  
  - Employment: 104

- **Company:** Hollingsworth & Vose Co.  
  - Category: Tier 1/2  
  - Location: Bainbridge, Decatur County  
  - Product / Service: Lithium-ion battery materials  
  - Employment: 400

- **Company:** Hyundai Motor Group  
  - Category: Tier 1/2  
  - Location: McDonough, Henry County  
  - Product / Service: Battery parts for electric vehicles  
  - Employment: 164

- **Company:** IMMI  
  - Category: Tier 1/2  
  - Location: Jefferson, Jackson County  
  - Product / Service: Battery electrolyte  
  - Employment: 100",4.19,True,
qwen_rag,ollama,qwen2.5:14b,True,"Which companies are classified under Battery Cell, and which Primary OEMs are they linked to?",,"**Battery Cell**
- Hitachi Astemo Americas Inc. | Primary OEMs: Hyundai Kia
- Honda Development & Manufacturing | Primary OEMs: Hyundai Kia",1.21,True,
qwen_rag,ollama,qwen2.5:14b,True,"Map the companies whose EV Supply Chain Role is Thermal Management, including their Location and Primary Facility Type.",,"**Thermal Management**
- Company: Freudenberg-NOK | Location: Carnesville, Franklin County | Primary Facility Type: Tier 2/3
- Company: Hyundai Transys Georgia Powertrain | Location: Dublin, Laurens County | Primary Facility Type: Tier 1/2
- Company: Novelis Inc. | Location: Lawrenceville, Gwinnett County | Primary Facility Type: Tier 1
- Company: Peerless-Winsmith Inc. | Location: Statesboro, Bulloch County | Primary Facility Type: Tier 1",2.67,True,
qwen_rag,ollama,qwen2.5:14b,True,"Which companies are tagged as Power Electronics, and what Product / Service do they provide?",,"**Power Electronics**
- **GSC Steel Stamping LLC**: Deep grove ball bearings, Toyota Industries Electric Systems North 255 DC-to-DC converters Jackson America, Inc.*
- **Yazaki North America**: Automotive supplier division (mobility solutions: ADAS, powertrain, electronics)
- **ZF Gainesville LLC**: Automotive supplier footprint (electrification, thermal, powertrain, ADAS components)",2.02,True,
qwen_rag,ollama,qwen2.5:14b,True,Show all Vehicle Assembly entities and summarize their Primary OEMs and Employment.,,"**Vehicle Assembly Entities and Summary**

- **Company:** Kia Georgia Inc. | **Primary OEMs:** Golf carts, various off-road vehicles, electric on-road vehicles | **Employment:** 777
- **Company:** Superior Essex Inc. | **Primary OEMs:** Electric vehicles and batteries | **Employment:** 8100
- **Company:** Suzuki Manufacturing of America Corp. | **Primary OEMs:** Electric vehicle assembly plant | **Employment:** 7500
- **Company:** TCI Powder Coatings | **Primary OEMs:** Automotive assembly plant | **Employment:** 3000
- **Company:** TDK Components USA Inc. | **Primary OEMs:** Auto manufacturer headquarters | **Employment:** 1000
- **Company:** TE Connectivity | **Primary OEMs:** Truck and bus bodies | **Employment:** 1900
- **Company:** Teklas USA | **Primary OEMs:** Golf carts and all-terrain vehicles | **Employment:** 1800
- **Company:** Textron Specialized Vehicles | **Primary OEMs:** Golf carts, utility vehicles, industrial vehicles | **Employment:** 1100
- **Company:** Thermal Ceramics Inc. | **Primary OEMs:** Electric vehicle batteries | **Employment:** 3000
- **Company:** Thomson Plastics Inc. | **Primary OEMs:** Electric vertical takeoff and landing (eVTOL) aircraft manufacturing | **Employment:** 1000",6.09,True,
qwen_rag,ollama,qwen2.5:14b,True,List all companies with EV / Battery Relevant = Yes and provide their EV Supply Chain Role and Category.,,"**Battery Cell**
- Honda Development & Manufacturing | Category: Tier 1/2
- Hitachi Astemo Americas Inc. | Category: Tier 1/2

**Battery Pack**
- F&P Georgia Manufacturing | Category: Tier 1/2
- Hyundai Motor Group | Category: Tier 1/2

**General Automotive**
- Racemark International LLC | Category: Tier 1

**EV thermal systems and electronics**
- ZF Gainesville LLC | Category: OEM Footprint",2.42,True,
qwen_rag,ollama,qwen2.5:14b,True,Which EV Supply Chain Roles have at least one company with EV / Battery Relevant = Yes? Provide the roles and the matching companies.,,"**OEM (Footprint):**
- TN Americas Holding Inc.
- Tie Down Engineering

**Battery Cell:**
- Honda Development & Manufacturing

**Materials:**
- SK Battery America",1.32,True,
qwen_rag,ollama,qwen2.5:14b,True,Identify the set of Industry Groups represented among Battery Pack and Battery Cell companies.,,"**Battery Pack Companies:**
- F&P Georgia Manufacturing
- Hollingsworth & Vose Co.
- Hyundai Motor Group
- IMMI

**Battery Cell Companies:**
- Hitachi Astemo Americas Inc.
- Honda Development & Manufacturing",1.59,True,
qwen_rag,ollama,qwen2.5:14b,True,"For each Category (Tier 2/3, Tier 1/2, Tier 1, OEM, OEM Supply Chain, OEM (Footprint), OEM Footprint), count how many companies are in the dataset.",,"Grouped by Category:
- OEM Supply Chain, Tier 1/2, Tier 2/3: 4 (Advanced electrical architecture for EVs: Yamaha Motor Manufacturing Corp.; Battery Cell: Hitachi Astemo Americas Inc., Honda Development & Manufacturing; Battery Pack: F&P Georgia Manufacturing, Hollingsworth & Vose Co., Hyundai Motor Group, IMMI)
- OEM Supply Chain, Tier 1/2, Tier 1: 3 (Body and chassis components for EV and ICE OEMs: Vanguard National Trailer Corp.; Charging Infrastructure: Morgan Corp.; General Automotive: ACM Georgia LLC, ADVICS Manufacturing Georgia LLC, ALBAform Inc., AVS, Adient, Ajin Georgia, Anovion Technologies, Apache Mills Inc., Aptiv, Archer Aviation Inc., Arising Industries Inc., Big Tex Trailer Manufacturing Inc., Bonnell Aluminum, Bosal Industries Georgia, Carcoustics USA, Continental Automotive, Continental Tire the Americas LLC, DaeChang Seat Company, Daesol Material Georgia, LLC, Daimler Truck North America, DeKalb Tool & Die Inc., Decostar Industries, Denkai America, Denso Manufacturing Georgia, Die-Tech Industries Inc., Dinex Emissions Inc., Dongwon Autopart Technology Georgia LLC, Dorsett Industries Inc., Down 2 Earth Trailers, Duckyang, Eaton Corp., Ecoplastic America Corporation, Ecoplastic Corporation, Elan Technology Inc., Enchem America Inc., Enplas USA Inc., Erdrich USA Inc., FOX Factory, FREYR Battery, Flambeau Inc., Fouts Brothers Fire Equipment, Freudenberg-NOK, GEDIA Georgia LLC, GLOVIS Georgia LLC, Global Powertrain Systems LLC, Goodyear Tire & Rubber Co., Great Dane LP, Great Dane Trailers, Grudem, HELLA Automotive Sales Inc., HEXPOL Compounding Corp., Haering Precision USA LP, Hanon Systems USA LLC, Hitachi Astemo, Hwashin, Hyundai Industrial Co., Hyundai MOBIS (Georgia), Hyundai Transys Georgia Seating Systems, IMS Gear Georgia Inc., Inalfa Roof Systems Inc., JAC Products Inc., JTEKT North America Corp., Jefferson Southern Corp., Jefferson Southern Corporation, Joon Georgia, Inc., KTX America Corporation, Kautex Inc., Kumho Tire USA Inc., Kyungshin America Corp., Lark United Manufacturing Inc., Lear Corporation, Lehigh Technologies Inc., Linde + Wiemann, Lund International Inc., Lund International Inc./Ventshade Division, Lyle Industries Inc., MAT Heavy Duty, Mack Trucks, Magna International, Mando America Corp., Master Craft Engineering Inc., Maxxis International USA, Mercedes-Benz USA LLC, Michelin Tread Technologies, Milliken & Co./Valway Plant, Minebea AccessSolutions USA Inc., Mobis Alabama LLC, MollerTech LLC, Murata Electronics North America Inc., NIFCO KTW America Corp., NVH Korea, Neaton Rome Inc., Nidec Elesys Americas Corp., Nile Automotive, Nisshinbo Automotive Manufacturing Inc., Nivel Parts & Manufacturing Co. LLC, Novelis Inc., OTR Wheel Engineering Inc., Oneda Corp., PAI Industries Inc., PIOLAX Corp., PPG Industries Inc., Paccar, Pak-Lite Inc., Panasonic Automotive Systems Co., Panduit Corp., Perkins Small Engines LLC, Peterson Spring, Piedmont Automotive Products Inc., Pirelli Tire North America LLC, Porsche Cars North America Inc., Propex Operating Co. LLC, QSR Inc., Racemark International LLC, RealTruck, Rivian Automotive, Robert Bosch LLC, SAFT America Inc., SHIROKI North America Inc, SKF USA Inc., SRG Global Inc., Sejong Georgia LLC, Seohan Auto USA, Seoyon E-HWA, Sewon America Inc., Solvay Specialty Polymers USA LLC, Southern Switches Corp., Stryten Energy, Suhner Manufacturing Corp.)
- OEM Supply Chain: 1 (HV and LV wiring harnesses for EVs and ICE vehicles: WIKA USA; High-voltage EV connectors and electronics: Woory Industrial Co.; Interior and exterior plastic parts: Wabash National Corp.; Interior trim and textile components: Wheelabrator Group Inc.; Machined components supporting EV and ICE vehicles: Trenton Pressing Inc.; Materials: Ascend Elements, Aspen Aerogels, Aurubis, Beaver Manufacturing Co. Inc., Blue Bird Corp., Blue Ridge Manufacturing, Boogook Industries, Bosch (Automotive Division), Bridgestone Bandag, Club Car LLC, Constellium Automotive USA, DAEHAN Solution Georgia LLC, DAS Corp., Daesol Ausys, EVCO Plastics, Fanello Industries Inc., First American Resources, Haering Precision USA LP, PHA Body Systems LLC, Panasonic Automotive Systems Co., SK Battery America, Sumitomo Electric Wiring Systems, SungEel Recycling Park Georgia)
- OEM Supply Chain: 1 (Power Electronics: GSC Steel Stamping LLC; Power electronics, sensors, and EV systems: Yazaki North America)
- OEM Supply Chain: 2 (Stamped and welded assemblies for OEMs: Vernay; Stamped metal components for OEMs: Volvo Group North America)
- OEM Supply Chain: 3 (Thermal Management: Freudenberg-NOK, Hyundai Transys Georgia Powertrain, Novelis Inc., Peerless-Winsmith Inc.)
- OEM Supply Chain: 1 (Tier 1 automotive components: Valeo)
- OEM Supply Chain: 2 (Vehicle Assembly: Kia Georgia Inc., Superior Essex Inc., Suzuki Manufacturing of America Corp., TCI Powder Coatings, TDK Components USA Inc., TE Connectivity, Teklas USA, Textron Specialized Vehicles, Thermal Ceramics Inc., Thomson Plastics Inc.)
- OEM Supply Chain: 1 (Vehicle safety systems OEM (EV + ICE): TI Fluid Systems)
- OEM Supply Chain: 2 (OEM corporate and engineering footprint (electrification): Tie Down Engineering; OEM parent group footprint (electric truck strategy): Toyota Industries Group (TACG-TICA))
- OEM Supply Chain: 3 (OEM corporate footprint influencing EV strategy: TI Fluid Systems; OEM parent group footprint (EV + HD electrification): TN Americas Holding Inc.; OEM corporate footprint and supplier integration: Trenton Pressing)

Total companies in the dataset: 207",26.23,True,
